Latitude,Longitude,Company
"29° 41' 23.93"" S","51° 05' 52.84"" W",Mobile-1
"30° 09' 19.40"" S","51° 03' 38.50"" W",Mobile-1
"29° 21' 10.60"" S","51° 04' 51.90"" W",Mobile-1
"29° 10' 38.00"" S","51° 12' 58.00"" W",Mobile-1
"29° 49' 10.00"" S","51° 09' 44.00"" W",Mobile-1
"29° 10' 57.97"" S","51° 11' 56.98"" W",Mobile-1
"28° 15' 36.00"" S","51° 42' 26.00"" W",Mobile-1
"29° 41' 16.01"" S","51° 07' 44.47"" W",Mobile-1
"29° 49' 49.69"" S","50° 31' 21.03"" W",Mobile-1
"29° 41' 08.91"" S","53° 48' 26.95"" W",Mobile-1
"30° 15' 30.00"" S","54° 54' 51.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"32° 02' 06.00"" S","52° 05' 55.00"" W",Mobile-1
"29° 48' 06.75"" S","55° 48' 08.00"" W",Mobile-1
"30° 01' 29.50"" S","51° 12' 26.50"" W",Mobile-1
"29° 12' 13.00"" S","51° 24' 31.97"" W",Mobile-1
"30° 01' 36.89"" S","51° 13' 48.27"" W",Mobile-1
"29° 27' 57.17"" S","51° 57' 51.30"" W",Mobile-1
"30° 01' 33.49"" S","51° 10' 56.57"" W",Mobile-1
"30° 01' 58.08"" S","51° 10' 43.50"" W",Mobile-1
"29° 34' 34.97"" S","50° 44' 46.00"" W",Mobile-1
"31° 45' 33.88"" S","52° 13' 59.27"" W",Mobile-1
"30° 01' 47.80"" S","51° 12' 45.40"" W",Mobile-1
"31° 33' 22.96"" S","54° 10' 57.13"" W",Mobile-1
"29° 24' 50.10"" S","51° 27' 55.20"" W",Mobile-1
"29° 42' 50.00"" S","51° 08' 22.81"" W",Mobile-1
"29° 46' 04.00"" S","51° 02' 20.00"" W",Mobile-1
"30° 01' 26.47"" S","51° 12' 31.79"" W",Mobile-1
"29° 54' 40.00"" S","50° 25' 36.98"" W",Mobile-1
"29° 10' 02.24"" S","51° 31' 00.80"" W",Mobile-1
"29° 55' 08.98"" S","51° 10' 44.98"" W",Mobile-1
"29° 57' 09.60"" S","51° 06' 07.60"" W",Mobile-1
"29° 10' 04.18"" S","51° 10' 57.65"" W",Mobile-1
"30° 01' 58.69"" S","51° 14' 13.88"" W",Mobile-1
"30° 02' 18.17"" S","51° 12' 15.48"" W",Mobile-1
"29° 54' 37.10"" S","51° 10' 58.60"" W",Mobile-1
"30° 02' 18.00"" S","51° 12' 22.00"" W",Mobile-1
"29° 09' 43.00"" S","51° 30' 23.00"" W",Mobile-1
"29° 19' 05.99"" S","51° 09' 00.97"" W",Mobile-1
"29° 35' 43.80"" S","51° 12' 09.18"" W",Mobile-1
"30° 01' 47.00"" S","51° 13' 31.82"" W",Mobile-1
"28° 52' 01.99"" S","51° 13' 26.98"" W",Mobile-1
"28° 53' 20.98"" S","51° 07' 44.98"" W",Mobile-1
"28° 13' 41.00"" S","52° 22' 15.70"" W",Mobile-1
"29° 44' 38.70"" S","51° 03' 58.90"" W",Mobile-1
"27° 37' 57.84"" S","52° 16' 30.23"" W",Mobile-1
"29° 13' 39.00"" S","52° 46' 21.00"" W",Mobile-1
"29° 05' 44.99"" S","50° 40' 12.00"" W",Mobile-1
"29° 56' 34.67"" S","50° 59' 38.00"" W",Mobile-1
"30° 04' 13.60"" S","51° 01' 42.80"" W",Mobile-1
"30° 06' 30.11"" S","51° 19' 03.22"" W",Mobile-1
"29° 40' 43.43"" S","51° 11' 47.97"" W",Mobile-1
"27° 13' 58.98"" S","53° 20' 52.98"" W",Mobile-1
"28° 40' 57.97"" S","52° 35' 49.99"" W",Mobile-1
"29° 22' 26.98"" S","51° 01' 43.00"" W",Mobile-1
"28° 23' 53.99"" S","52° 14' 10.97"" W",Mobile-1
"29° 32' 02.98"" S","50° 00' 18.97"" W",Mobile-1
"30° 01' 46.39"" S","51° 13' 43.00"" W",Mobile-1
"28° 07' 55.90"" S","54° 38' 42.40"" W",Mobile-1
"28° 38' 37.97"" S","51° 57' 41.98"" W",Mobile-1
"29° 27' 56.99"" S","51° 57' 45.97"" W",Mobile-1
"29° 35' 49.99"" S","51° 20' 56.98"" W",Mobile-1
"29° 27' 34.99"" S","51° 58' 09.98"" W",Mobile-1
"29° 22' 49.98"" S","50° 49' 50.99"" W",Mobile-1
"29° 49' 25.90"" S","51° 08' 52.40"" W",Mobile-1
"29° 45' 16.38"" S","57° 05' 11.94"" W",Mobile-1
"30° 04' 57.86"" S","51° 01' 40.47"" W",Mobile-1
"27° 36' 33.00"" S","53° 04' 15.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"28° 15' 54.50"" S","52° 24' 26.24"" W",Mobile-1
"27° 21' 24.33"" S","53° 23' 43.27"" W",Mobile-1
"30° 01' 12.40"" S","51° 12' 12.60"" W",Mobile-1
"28° 45' 02.99"" S","51° 56' 10.00"" W",Mobile-1
"30° 02' 17.99"" S","51° 10' 48.00"" W",Mobile-1
"30° 00' 14.00"" S","51° 04' 52.80"" W",Mobile-1
"29° 23' 47.30"" S","50° 52' 30.90"" W",Mobile-1
"29° 28' 36.98"" S","51° 48' 13.97"" W",Mobile-1
"28° 17' 01.97"" S","52° 47' 08.99"" W",Mobile-1
"29° 19' 43.00"" S","51° 52' 41.99"" W",Mobile-1
"29° 10' 15.78"" S","51° 10' 19.99"" W",Mobile-1
"29° 41' 14.22"" S","53° 48' 42.30"" W",Mobile-1
"30° 02' 41.68"" S","51° 13' 44.08"" W",Mobile-1
"29° 43' 08.80"" S","52° 25' 39.95"" W",Mobile-1
"0° 00' 00.00"" S","0° 00' 00.00"" W",Mobile-1
"28° 30' 17.40"" S","50° 56' 05.62"" W",Mobile-1
"30° 53' 29.43"" S","55° 31' 58.25"" W",Mobile-1
"28° 23' 16.29"" S","53° 55' 00.25"" W",Mobile-1
"31° 45' 52.00"" S","52° 20' 27.00"" W",Mobile-1
"28° 15' 41.58"" S","52° 24' 20.59"" W",Mobile-1
"29° 47' 37.00"" S","50° 13' 28.99"" W",Mobile-1
"30° 07' 39.94"" S","51° 05' 30.59"" W",Mobile-1
"29° 11' 13.27"" S","51° 08' 56.87"" W",Mobile-1
"28° 51' 21.16"" S","51° 15' 59.77"" W",Mobile-1
"29° 53' 08.91"" S","51° 08' 27.70"" W",Mobile-1
"29° 53' 19.02"" S","51° 10' 30.28"" W",Mobile-1
"30° 03' 56.80"" S","51° 06' 26.90"" W",Mobile-1
"29° 38' 17.88"" S","51° 00' 21.27"" W",Mobile-1
"29° 51' 02.07"" S","51° 10' 34.75"" W",Mobile-1
"29° 53' 05.21"" S","50° 16' 35.46"" W",Mobile-1
"28° 39' 27.89"" S","56° 00' 22.01"" W",Mobile-1
"32° 01' 51.30"" S","52° 05' 35.40"" W",Mobile-1
"29° 41' 25.90"" S","51° 14' 29.70"" W",Mobile-1
"31° 46' 19.00"" S","52° 20' 33.00"" W",Mobile-1
"29° 42' 52.55"" S","52° 25' 41.70"" W",Mobile-1
"29° 12' 40.97"" S","51° 30' 06.98"" W",Mobile-1
"29° 45' 49.40"" S","51° 08' 46.70"" W",Mobile-1
"29° 41' 12.89"" S","53° 48' 36.08"" W",Mobile-1
"29° 10' 06.60"" S","51° 31' 03.00"" W",Mobile-1
"28° 26' 23.82"" S","52° 12' 30.89"" W",Mobile-1
"30° 03' 16.38"" S","51° 13' 45.44"" W",Mobile-1
"28° 16' 02.89"" S","52° 26' 14.50"" W",Mobile-1
"29° 53' 21.40"" S","51° 10' 04.60"" W",Mobile-1
"31° 34' 48.00"" S","53° 22' 51.60"" W",Mobile-1
"28° 12' 30.60"" S","51° 31' 22.37"" W",Mobile-1
"28° 13' 09.98"" S","51° 30' 56.99"" W",Mobile-1
"30° 48' 15.98"" S","53° 54' 00.97"" W",Mobile-1
"30° 01' 26.58"" S","51° 12' 51.77"" W",Mobile-1
"30° 01' 43.41"" S","51° 13' 40.18"" W",Mobile-1
"30° 48' 21.20"" S","53° 54' 04.10"" W",Mobile-1
"29° 11' 44.74"" S","51° 09' 56.31"" W",Mobile-1
"29° 10' 37.30"" S","51° 13' 08.59"" W",Mobile-1
"30° 12' 21.01"" S","51° 10' 42.33"" W",Mobile-1
"30° 01' 05.88"" S","51° 12' 09.29"" W",Mobile-1
"30° 01' 21.22"" S","51° 12' 02.66"" W",Mobile-1
"30° 09' 38.99"" S","51° 11' 01.97"" W",Mobile-1
"30° 01' 21.33"" S","51° 12' 34.57"" W",Mobile-1
"30° 02' 48.08"" S","51° 12' 53.10"" W",Mobile-1
"30° 01' 35.80"" S","51° 13' 23.48"" W",Mobile-1
"30° 00' 32.47"" S","51° 08' 51.68"" W",Mobile-1
"29° 59' 22.85"" S","51° 10' 36.59"" W",Mobile-1
"30° 01' 53.51"" S","51° 13' 40.11"" W",Mobile-1
"30° 00' 21.85"" S","51° 10' 58.98"" W",Mobile-1
"30° 01' 44.50"" S","51° 13' 31.90"" W",Mobile-1
"30° 01' 43.00"" S","51° 12' 48.17"" W",Mobile-1
"30° 05' 08.00"" S","51° 14' 47.00"" W",Mobile-1
"30° 01' 24.60"" S","51° 12' 06.30"" W",Mobile-1
"30° 01' 16.10"" S","51° 10' 54.20"" W",Mobile-1
"30° 02' 55.00"" S","51° 13' 04.00"" W",Mobile-1
"30° 01' 31.72"" S","51° 12' 44.89"" W",Mobile-1
"30° 05' 04.18"" S","51° 14' 43.07"" W",Mobile-1
"30° 04' 14.99"" S","51° 13' 46.99"" W",Mobile-1
"30° 09' 41.70"" S","51° 11' 35.10"" W",Mobile-1
"30° 51' 38.97"" S","51° 49' 36.55"" W",Mobile-1
"29° 52' 32.38"" S","50° 09' 23.80"" W",Mobile-1
"28° 40' 38.20"" S","50° 46' 55.20"" W",Mobile-1
"28° 37' 51.00"" S","51° 02' 45.40"" W",Mobile-1
"30° 16' 57.97"" S","50° 15' 04.00"" W",Mobile-1
"29° 40' 01.04"" S","51° 18' 49.04"" W",Mobile-1
"29° 46' 32.00"" S","50° 08' 47.00"" W",Mobile-1
"33° 02' 48.70"" S","52° 52' 07.00"" W",Mobile-1
"30° 01' 55.30"" S","51° 11' 34.90"" W",Mobile-1
"29° 41' 38.20"" S","50° 10' 48.30"" W",Mobile-1
"29° 32' 44.99"" S","51° 33' 00.97"" W",Mobile-1
"29° 20' 21.98"" S","52° 04' 09.98"" W",Mobile-1
"30° 02' 29.84"" S","51° 12' 40.76"" W",Mobile-1
"29° 35' 25.98"" S","55° 28' 49.98"" W",Mobile-1
"29° 43' 28.49"" S","52° 25' 47.39"" W",Mobile-1
"30° 03' 39.17"" S","51° 30' 59.87"" W",Mobile-1
"29° 39' 41.98"" S","51° 22' 22.98"" W",Mobile-1
"30° 01' 42.20"" S","51° 09' 46.40"" W",Mobile-1
"29° 22' 12.00"" S","50° 52' 58.98"" W",Mobile-1
"30° 00' 52.70"" S","51° 11' 10.10"" W",Mobile-1
"29° 32' 08.52"" S","51° 03' 41.76"" W",Mobile-1
"29° 57' 45.00"" S","51° 11' 17.48"" W",Mobile-1
"30° 54' 18.97"" S","53° 26' 21.26"" W",Mobile-1
"30° 08' 09.10"" S","51° 58' 31.80"" W",Mobile-1
"30° 46' 49.00"" S","51° 39' 21.65"" W",Mobile-1
"29° 39' 10.98"" S","53° 50' 01.00"" W",Mobile-1
"30° 01' 38.60"" S","51° 10' 56.70"" W",Mobile-1
"30° 01' 36.00"" S","51° 13' 26.30"" W",Mobile-1
"28° 39' 25.73"" S","56° 00' 19.74"" W",Mobile-1
"29° 59' 02.00"" S","51° 11' 37.00"" W",Mobile-1
"29° 56' 57.30"" S","50° 57' 26.00"" W",Mobile-1
"29° 41' 34.00"" S","53° 48' 37.98"" W",Mobile-1
"31° 46' 09.08"" S","52° 20' 41.28"" W",Mobile-1
"30° 19' 00.10"" S","54° 18' 47.54"" W",Mobile-1
"29° 09' 23.98"" S","51° 10' 14.99"" W",Mobile-1
"31° 21' 15.72"" S","54° 02' 00.82"" W",Mobile-1
"30° 00' 55.90"" S","51° 10' 06.40"" W",Mobile-1
"27° 27' 40.97"" S","51° 54' 22.00"" W",Mobile-1
"28° 04' 39.97"" S","52° 16' 05.99"" W",Mobile-1
"29° 53' 07.50"" S","51° 11' 51.10"" W",Mobile-1
"28° 19' 31.98"" S","53° 35' 07.98"" W",Mobile-1
"29° 52' 39.60"" S","51° 02' 26.00"" W",Mobile-1
"29° 13' 25.00"" S","51° 09' 14.98"" W",Mobile-1
"29° 41' 24.97"" S","51° 27' 32.98"" W",Mobile-1
"29° 54' 56.04"" S","51° 11' 58.72"" W",Mobile-1
"29° 22' 10.02"" S","50° 48' 10.90"" W",Mobile-1
"30° 07' 03.90"" S","51° 13' 23.10"" W",Mobile-1
"29° 41' 19.97"" S","51° 28' 07.00"" W",Mobile-1
"29° 44' 31.80"" S","55° 27' 47.81"" W",Mobile-1
"29° 35' 07.80"" S","51° 06' 15.40"" W",Mobile-1
"28° 36' 18.97"" S","51° 52' 27.98"" W",Mobile-1
"28° 30' 27.70"" S","55° 13' 37.00"" W",Mobile-1
"28° 16' 54.98"" S","52° 10' 55.99"" W",Mobile-1
"30° 08' 17.99"" S","52° 02' 49.99"" W",Mobile-1
"31° 18' 14.98"" S","54° 04' 57.97"" W",Mobile-1
"29° 33' 09.20"" S","49° 53' 52.60"" W",Mobile-1
"29° 57' 09.01"" S","50° 07' 30.90"" W",Mobile-1
"29° 42' 30.20"" S","53° 44' 45.60"" W",Mobile-1
"28° 38' 54.89"" S","52° 04' 58.37"" W",Mobile-1
"29° 53' 10.97"" S","52° 02' 04.99"" W",Mobile-1
"29° 42' 13.00"" S","51° 14' 07.00"" W",Mobile-1
"29° 33' 23.29"" S","50° 47' 27.94"" W",Mobile-1
"29° 19' 45.98"" S","49° 43' 01.99"" W",Mobile-1
"29° 27' 01.27"" S","51° 59' 18.95"" W",Mobile-1
"29° 32' 10.00"" S","51° 05' 24.00"" W",Mobile-1
"29° 59' 37.97"" S","52° 54' 51.98"" W",Mobile-1
"30° 02' 52.26"" S","50° 09' 23.43"" W",Mobile-1
"29° 49' 34.97"" S","50° 51' 23.98"" W",Mobile-1
"30° 17' 36.70"" S","50° 15' 05.50"" W",Mobile-1
"30° 01' 11.90"" S","51° 11' 15.50"" W",Mobile-1
"30° 21' 33.98"" S","51° 35' 24.00"" W",Mobile-1
"29° 45' 14.00"" S","50° 02' 15.00"" W",Mobile-1
"29° 22' 51.70"" S","56° 02' 34.60"" W",Mobile-1
"29° 40' 27.60"" S","50° 11' 52.80"" W",Mobile-1
"28° 27' 09.97"" S","52° 12' 10.98"" W",Mobile-1
"31° 35' 23.89"" S","52° 37' 44.80"" W",Mobile-1
"29° 59' 58.20"" S","51° 03' 23.11"" W",Mobile-1
"27° 29' 38.98"" S","53° 41' 03.98"" W",Mobile-1
"29° 41' 12.70"" S","51° 56' 21.37"" W",Mobile-1
"30° 16' 19.40"" S","50° 14' 46.90"" W",Mobile-1
"28° 25' 28.99"" S","52° 12' 25.99"" W",Mobile-1
"29° 51' 38.80"" S","50° 04' 26.10"" W",Mobile-1
"29° 55' 31.98"" S","51° 16' 48.97"" W",Mobile-1
"29° 55' 52.97"" S","50° 06' 09.97"" W",Mobile-1
"32° 01' 55.40"" S","52° 06' 22.10"" W",Mobile-1
"28° 18' 15.98"" S","54° 14' 39.98"" W",Mobile-1
"31° 05' 55.79"" S","50° 55' 03.18"" W",Mobile-1
"30° 00' 51.29"" S","57° 13' 41.53"" W",Mobile-1
"30° 01' 25.00"" S","51° 10' 58.00"" W",Mobile-1
"29° 32' 21.19"" S","52° 06' 43.27"" W",Mobile-1
"31° 17' 25.41"" S","54° 07' 46.97"" W",Mobile-1
"30° 04' 31.60"" S","51° 12' 32.70"" W",Mobile-1
"30° 06' 33.60"" S","51° 12' 54.60"" W",Mobile-1
"29° 54' 22.82"" S","51° 11' 01.54"" W",Mobile-1
"29° 33' 51.78"" S","54° 27' 13.42"" W",Mobile-1
"30° 01' 32.80"" S","51° 13' 30.20"" W",Mobile-1
"28° 19' 27.98"" S","51° 11' 42.97"" W",Mobile-1
"29° 57' 20.92"" S","51° 03' 37.30"" W",Mobile-1
"28° 19' 38.00"" S","51° 45' 54.20"" W",Mobile-1
"29° 10' 39.97"" S","51° 52' 09.98"" W",Mobile-1
"32° 02' 58.26"" S","52° 07' 32.88"" W",Mobile-1
"29° 55' 39.25"" S","51° 03' 38.34"" W",Mobile-1
"30° 00' 08.90"" S","51° 06' 01.90"" W",Mobile-1
"29° 54' 25.68"" S","50° 05' 39.96"" W",Mobile-1
"27° 34' 37.70"" S","51° 39' 40.20"" W",Mobile-1
"27° 37' 16.00"" S","51° 48' 05.98"" W",Mobile-1
"27° 38' 18.60"" S","54° 18' 49.10"" W",Mobile-1
"31° 45' 38.36"" S","52° 20' 52.28"" W",Mobile-1
"29° 10' 06.80"" S","51° 10' 58.00"" W",Mobile-1
"28° 38' 51.97"" S","51° 44' 55.97"" W",Mobile-1
"28° 00' 09.00"" S","52° 58' 53.00"" W",Mobile-1
"27° 36' 19.98"" S","54° 06' 40.00"" W",Mobile-1
"29° 45' 04.00"" S","52° 59' 47.98"" W",Mobile-1
"29° 37' 36.21"" S","51° 01' 06.21"" W",Mobile-1
"29° 24' 39.17"" S","54° 49' 43.79"" W",Mobile-1
"29° 40' 51.40"" S","52° 47' 03.50"" W",Mobile-1
"30° 03' 05.30"" S","51° 09' 04.50"" W",Mobile-1
"30° 08' 16.54"" S","51° 21' 44.51"" W",Mobile-1
"29° 24' 38.45"" S","51° 04' 26.80"" W",Mobile-1
"29° 40' 54.28"" S","51° 07' 38.75"" W",Mobile-1
"29° 39' 32.74"" S","51° 09' 02.81"" W",Mobile-1
"30° 02' 08.70"" S","51° 07' 16.20"" W",Mobile-1
"28° 15' 46.55"" S","52° 24' 44.40"" W",Mobile-1
"29° 50' 37.97"" S","50° 03' 36.97"" W",Mobile-1
"29° 17' 14.50"" S","51° 20' 01.94"" W",Mobile-1
"27° 34' 34.00"" S","54° 30' 14.98"" W",Mobile-1
"28° 27' 32.98"" S","52° 49' 03.00"" W",Mobile-1
"29° 41' 12.44"" S","51° 07' 03.25"" W",Mobile-1
"29° 56' 45.20"" S","51° 10' 25.80"" W",Mobile-1
"28° 44' 01.97"" S","51° 42' 04.97"" W",Mobile-1
"27° 21' 59.98"" S","52° 46' 21.00"" W",Mobile-1
"28° 47' 07.00"" S","51° 36' 07.70"" W",Mobile-1
"29° 29' 10.94"" S","53° 30' 42.86"" W",Mobile-1
"28° 46' 37.99"" S","51° 36' 46.98"" W",Mobile-1
"29° 22' 35.98"" S","51° 06' 37.98"" W",Mobile-1
"28° 03' 49.70"" S","53° 41' 27.70"" W",Mobile-1
"28° 59' 02.60"" S","51° 24' 39.20"" W",Mobile-1
"29° 57' 33.62"" S","51° 10' 39.22"" W",Mobile-1
"29° 55' 39.80"" S","51° 10' 03.20"" W",Mobile-1
"29° 51' 26.85"" S","51° 16' 33.95"" W",Mobile-1
"30° 02' 18.30"" S","50° 09' 20.05"" W",Mobile-1
"29° 39' 25.60"" S","50° 46' 52.50"" W",Mobile-1
"29° 57' 02.77"" S","51° 10' 10.60"" W",Mobile-1
"29° 35' 09.45"" S","50° 54' 10.30"" W",Mobile-1
"29° 28' 45.98"" S","53° 27' 54.00"" W",Mobile-1
"27° 44' 18.00"" S","53° 03' 31.00"" W",Mobile-1
"30° 00' 49.60"" S","51° 08' 09.70"" W",Mobile-1
"30° 03' 28.29"" S","51° 11' 43.41"" W",Mobile-1
"30° 01' 22.36"" S","51° 11' 02.98"" W",Mobile-1
"30° 02' 17.16"" S","51° 14' 18.96"" W",Mobile-1
"29° 42' 53.91"" S","52° 31' 21.14"" W",Mobile-1
"29° 42' 30.80"" S","52° 25' 57.20"" W",Mobile-1
"29° 55' 22.50"" S","51° 07' 57.10"" W",Mobile-1
"30° 00' 56.00"" S","52° 54' 11.03"" W",Mobile-1
"29° 40' 26.51"" S","51° 07' 56.50"" W",Mobile-1
"29° 57' 15.46"" S","51° 06' 20.75"" W",Mobile-1
"29° 53' 19.00"" S","50° 16' 12.00"" W",Mobile-1
"29° 52' 48.97"" S","50° 17' 15.97"" W",Mobile-1
"29° 10' 03.70"" S","51° 31' 23.33"" W",Mobile-1
"29° 42' 42.62"" S","51° 07' 43.82"" W",Mobile-1
"30° 33' 13.97"" S","55° 04' 48.00"" W",Mobile-1
"29° 41' 27.56"" S","51° 07' 39.50"" W",Mobile-1
"29° 53' 16.98"" S","56° 00' 06.98"" W",Mobile-1
"29° 57' 00.29"" S","50° 58' 21.79"" W",Mobile-1
"28° 50' 26.99"" S","53° 36' 42.98"" W",Mobile-1
"29° 10' 59.48"" S","51° 10' 54.88"" W",Mobile-1
"27° 22' 14.01"" S","53° 24' 05.01"" W",Mobile-1
"30° 42' 16.99"" S","55° 07' 28.99"" W",Mobile-1
"28° 16' 12.29"" S","52° 23' 18.60"" W",Mobile-1
"29° 46' 17.20"" S","50° 02' 23.30"" W",Mobile-1
"29° 55' 22.48"" S","51° 10' 42.13"" W",Mobile-1
"29° 58' 41.99"" S","56° 08' 42.97"" W",Mobile-1
"30° 02' 42.80"" S","51° 12' 51.60"" W",Mobile-1
"30° 11' 33.97"" S","52° 22' 26.98"" W",Mobile-1
"30° 00' 52.70"" S","51° 07' 11.20"" W",Mobile-1
"29° 42' 52.00"" S","49° 59' 35.70"" W",Mobile-1
"30° 10' 37.99"" S","51° 23' 15.00"" W",Mobile-1
"29° 34' 59.50"" S","51° 12' 41.70"" W",Mobile-1
"30° 00' 22.10"" S","51° 11' 58.90"" W",Mobile-1
"29° 45' 09.60"" S","52° 25' 46.70"" W",Mobile-1
"28° 49' 03.83"" S","52° 29' 20.42"" W",Mobile-1
"29° 28' 17.98"" S","51° 08' 01.97"" W",Mobile-1
"30° 01' 23.93"" S","51° 11' 02.18"" W",Mobile-1
"30° 09' 59.00"" S","50° 12' 23.29"" W",Mobile-1
"29° 18' 52.30"" S","50° 51' 49.40"" W",Mobile-1
"28° 19' 34.97"" S","52° 17' 29.98"" W",Mobile-1
"30° 01' 21.45"" S","51° 11' 03.86"" W",Mobile-1
"29° 57' 23.40"" S","51° 38' 05.70"" W",Mobile-1
"30° 00' 39.60"" S","51° 09' 35.00"" W",Mobile-1
"29° 04' 09.00"" S","51° 06' 56.80"" W",Mobile-1
"29° 45' 17.60"" S","50° 00' 40.60"" W",Mobile-1
"30° 00' 19.74"" S","51° 11' 38.55"" W",Mobile-1
"27° 55' 27.60"" S","55° 06' 04.40"" W",Mobile-1
"29° 48' 09.10"" S","51° 51' 23.10"" W",Mobile-1
"31° 20' 15.90"" S","54° 07' 52.90"" W",Mobile-1
"29° 25' 01.30"" S","51° 31' 13.60"" W",Mobile-1
"27° 42' 24.00"" S","52° 17' 09.00"" W",Mobile-1
"29° 48' 33.71"" S","55° 49' 09.22"" W",Mobile-1
"28° 25' 27.98"" S","53° 39' 22.00"" W",Mobile-1
"31° 45' 25.70"" S","52° 20' 03.20"" W",Mobile-1
"29° 54' 21.40"" S","50° 19' 07.00"" W",Mobile-1
"31° 19' 44.03"" S","54° 06' 06.19"" W",Mobile-1
"29° 11' 13.40"" S","54° 51' 40.20"" W",Mobile-1
"30° 00' 56.00"" S","50° 08' 43.00"" W",Mobile-1
"28° 15' 40.68"" S","52° 24' 14.40"" W",Mobile-1
"29° 50' 56.00"" S","51° 57' 46.10"" W",Mobile-1
"29° 49' 26.58"" S","51° 08' 53.27"" W",Mobile-1
"29° 59' 48.90"" S","51° 05' 17.10"" W",Mobile-1
"27° 42' 02.99"" S","51° 45' 33.98"" W",Mobile-1
"29° 41' 50.00"" S","53° 52' 51.00"" W",Mobile-1
"30° 15' 35.73"" S","50° 14' 23.31"" W",Mobile-1
"29° 20' 20.30"" S","49° 43' 31.40"" W",Mobile-1
"29° 21' 18.68"" S","53° 19' 55.49"" W",Mobile-1
"30° 01' 44.02"" S","51° 13' 40.08"" W",Mobile-1
"29° 40' 34.10"" S","51° 27' 36.24"" W",Mobile-1
"32° 11' 33.00"" S","52° 10' 21.00"" W",Mobile-1
"27° 26' 02.98"" S","53° 57' 09.97"" W",Mobile-1
"31° 33' 20.99"" S","53° 24' 33.98"" W",Mobile-1
"31° 34' 14.99"" S","53° 23' 49.99"" W",Mobile-1
"30° 01' 45.47"" S","51° 12' 07.63"" W",Mobile-1
"27° 31' 42.89"" S","53° 11' 49.67"" W",Mobile-1
"29° 04' 54.84"" S","51° 27' 06.48"" W",Mobile-1
"29° 52' 48.96"" S","51° 00' 02.57"" W",Mobile-1
"28° 28' 30.00"" S","53° 32' 46.00"" W",Mobile-1
"28° 37' 06.60"" S","53° 18' 41.76"" W",Mobile-1
"28° 40' 20.10"" S","55° 59' 41.60"" W",Mobile-1
"29° 40' 57.68"" S","51° 07' 43.90"" W",Mobile-1
"30° 35' 46.00"" S","53° 25' 39.00"" W",Mobile-1
"29° 09' 32.08"" S","51° 11' 11.40"" W",Mobile-1
"29° 10' 30.11"" S","51° 31' 42.17"" W",Mobile-1
"29° 47' 07.98"" S","53° 46' 57.97"" W",Mobile-1
"31° 26' 19.00"" S","53° 05' 17.99"" W",Mobile-1
"30° 07' 14.00"" S","51° 06' 32.40"" W",Mobile-1
"30° 11' 13.30"" S","51° 13' 02.70"" W",Mobile-1
"30° 04' 19.20"" S","51° 13' 53.90"" W",Mobile-1
"28° 19' 02.20"" S","53° 30' 40.60"" W",Mobile-1
"30° 16' 18.99"" S","52° 51' 55.85"" W",Mobile-1
"31° 45' 58.90"" S","52° 20' 24.97"" W",Mobile-1
"29° 10' 04.00"" S","51° 11' 13.00"" W",Mobile-1
"30° 07' 51.20"" S","51° 11' 53.80"" W",Mobile-1
"29° 43' 36.98"" S","53° 33' 01.98"" W",Mobile-1
"29° 37' 50.12"" S","50° 50' 03.16"" W",Mobile-1
"31° 45' 28.98"" S","52° 20' 06.97"" W",Mobile-1
"29° 31' 48.00"" S","51° 09' 29.99"" W",Mobile-1
"27° 34' 37.99"" S","54° 40' 23.99"" W",Mobile-1
"28° 17' 38.98"" S","53° 29' 43.98"" W",Mobile-1
"30° 02' 41.00"" S","51° 08' 08.00"" W",Mobile-1
"27° 21' 11.99"" S","53° 33' 29.99"" W",Mobile-1
"30° 04' 07.30"" S","51° 09' 41.70"" W",Mobile-1
"27° 54' 01.98"" S","53° 18' 43.99"" W",Mobile-1
"30° 02' 13.40"" S","51° 09' 15.60"" W",Mobile-1
"30° 10' 56.90"" S","51° 11' 22.10"" W",Mobile-1
"30° 15' 05.08"" S","50° 30' 19.12"" W",Mobile-1
"29° 56' 46.60"" S","51° 04' 48.50"" W",Mobile-1
"29° 55' 51.00"" S","50° 06' 10.00"" W",Mobile-1
"30° 14' 46.78"" S","50° 13' 57.12"" W",Mobile-1
"28° 23' 07.58"" S","53° 55' 35.87"" W",Mobile-1
"27° 20' 01.00"" S","53° 03' 13.97"" W",Mobile-1
"29° 53' 27.60"" S","50° 14' 12.20"" W",Mobile-1
"29° 42' 25.92"" S","53° 49' 16.56"" W",Mobile-1
"29° 55' 03.87"" S","51° 02' 45.94"" W",Mobile-1
"29° 38' 12.08"" S","51° 24' 13.02"" W",Mobile-1
"31° 44' 33.40"" S","52° 17' 39.30"" W",Mobile-1
"29° 42' 34.99"" S","52° 25' 43.00"" W",Mobile-1
